hebrew,english,unit,challenge_type,solution_key,source
יש לכם בן מאוד שובב.,You have a very mischievous son.,60,translate,22655fbc02bfbf7b3b0a111fe3376986,duolingo_hebrew_sentences_2.tsv
יש רק עץ בודד בשדה.,There is only a single tree in the field.,60,listenTap,46e56970f1d3a9f52c687efd0bbd29bb,duolingo_hebrew_sentences_2.tsv
כולם מנשקים את הכלבים שלהם.,Everybody is kissing their dogs.,60,listenTap,c11d03144b2e0b664fde4104ad496fc6,duolingo_hebrew_sentences.tsv
כולם מעריצים אותה.,Everybody admires her.,60,listenTap,de7ce88e1953a0b15a06739ebdf8798a,duolingo_hebrew_sentences_2.tsv
"כשאני עצובה, אמא שלי מנחמת אותי.","When I am sad, my mother comforts me.",60,translate,5fd35ad4f2d27028008547a90d1c1b14,duolingo_hebrew_sentences.tsv
למה את חושבת שאת צריכה לנחם אותי?,Why do you think you need to comfort me?,60,translate,4412f610ad8337e6a5f89b2d5362216e,duolingo_hebrew_sentences.tsv
למה את מחבקת אותי כל הזמן?,Why are you hugging me all the time?,60,translate,6620616a5b5f54987cb9a1773298e3bd,duolingo_hebrew_sentences.tsv
למה אתם מופתעים שיורד שלג באוסטרליה?,Why are you surprised that it snows in Australia?,60,translate,84c7926d3b2632706ebd75d74a6f2559,duolingo_hebrew_sentences.tsv
למה בעלה מדוכא?,Why is her husband depressed?,60,listenTap,156ac78196696c213c92c967cd9c7888,duolingo_hebrew_sentences.tsv
למה הם נעלבים כל הזמן?,Why are they getting offended all the time?,60,listenTap,406dee7af44a1d1ab3895b1e1e431e5b,duolingo_hebrew_sentences.tsv
למה הם פסימים?,Why are they pessimists?,60,translate,3780b2053ee948a9091c2721d61a930b,duolingo_hebrew_sentences.tsv
למה התלמידים משועממים?,Why are the students bored?,60,translate,dc7a0eee1d48b0c33b04a7a392c0a7e8,duolingo_hebrew_sentences.tsv
לפעמים אני מרגישה חסרת אונים.,Sometimes I feel helpless.,60,translate,83c520509841a06e01d0c5afcff899c5,duolingo_hebrew_sentences_2.tsv
סבא שלי לא בהכרח מבולבל.,My grandfather is not necessarily confused.,60,listenTap,8eef9553ab00438137a71ea33d54d564,duolingo_hebrew_sentences_2.tsv
סביר להניח שהם עוינים.,It is safe to assume they are hostile.,60,translate,683de3c42edd572f21d4b0a914bf6656,duolingo_hebrew_sentences_2.tsv
עם מי היא מתחבקת?,Who is she hugging with?,60,translate,dc47752c7979f844aa23a8330a9a2fc2,duolingo_hebrew_sentences.tsv
עם מי היא מתנשקת?,Who is she kissing with?,60,listenTap,d36e1e99be9175ff18eef803868161a3,duolingo_hebrew_sentences_2.tsv
תני לי נשיקה!,Give me a kiss!,60,listenTap,40757cb22ae826f2b216798ee08cf5b4,duolingo_hebrew_sentences_2.tsv
איזה קו אוטובוס זה?,What bus line is this?,61,translate,ff14c1463dbeec05a538b2b52b425755,duolingo_hebrew_sentences_2.tsv
אין לו עומק.,He has no depth.,61,listenTap,8833df258b91b4210541f12923d0d584,duolingo_hebrew_sentences_2.tsv
אין לזה צורה.,It has no shape.,61,translate,bfb17632ad2ec3c4c95e04d15aa31f6e,duolingo_hebrew_sentences.tsv
"אלה משולשים, לא מלבנים ולא עיגולים.","These are triangles, not rectangles nor circles.",61,listenTap,51526f77355da1950d3c8e2ac49c0b84,duolingo_hebrew_sentences.tsv
אלה שני קוים מקבילים.,These are two parallel lines.,61,translate,803df3e3bee9b130c07aedb2f510a2be,duolingo_hebrew_sentences.tsv
אליפסה היא לא מרובע.,An ellipse is not a quadrilateral.,61,translate,46c9624eaabd5374e7f749d98211f984,duolingo_hebrew_sentences_2.tsv
אנחנו כבר לא משתמשים ביחידת המידה הזאת.,We no longer use this unit of measurement.,61,listenTap,12b7e7a6dabbd504f3e3823a651946b3,duolingo_hebrew_sentences_2.tsv
אני לא זוכר מה זה מקבילית.,I don't remember what a parallelogram is.,61,translate,40e9a9e433a1a30ee56f122b15cbb22b,duolingo_hebrew_sentences.tsv
אני שונא טריגונומטריה.,I hate trigonometry.,61,listenTap,b64ff76a00d792d6fce661cbf4149a51,duolingo_hebrew_sentences_2.tsv
"את נותנת לי את האורך, אבל אני צריך את העומק.","You are giving me the length, but I need the depth.",61,translate,0a14097e869ab3018211af90fccc239c,duolingo_hebrew_sentences_2.tsv
"אתה גבוה, מה הגובה שלךָ?","You are tall, what is your height?",61,listenTap,0c602e4ebbf3293c93399d8e372e683e,duolingo_hebrew_sentences_2.tsv
גובה המגדל הוא שמונים מטרים.,The height of the tower is eighty meters.,61,translate,4f4a5611ce4d38912bedc9450df9aa16,duolingo_hebrew_sentences_2.tsv
דגל ארצות הברית הוא מלבן.,The flag of the United States is a rectangle.,61,listenTap,b1d9c9cf6bc6a9f2900ffff639369dc2,duolingo_hebrew_sentences.tsv
דגל ישראל מורכב משני משולשים.,The flag of Israel is composed of two triangles.,61,translate,8e2d64471996a36debe266adea8c3fed,duolingo_hebrew_sentences.tsv
האדריכל מלמד גיאומטריה בבית הספר.,The architect teaches geometry at school.,61,listenTap,496fe40e7e23a5a12beb439383dc0207,duolingo_hebrew_sentences.tsv
"האדריכלית צריכה את הגובה, האורך והרוחב של השטח.","The architect needs the height, length and width of the area.",61,listenTap,eee1e4c6ec96279c29075080a81aa2c6,duolingo_hebrew_sentences_2.tsv
האם זה עיגול או אליפסה?,Is this a circle or an ellipse?,61,translate,5b4e07a0fac8ef0d9a34c7459916c659,duolingo_hebrew_sentences.tsv
האם טריגונומטריה חשובה בעולם האמיתי?,Is trigonometry important in the real world?,61,translate,1ea597238d8bafe9b93f07cc64b73946,duolingo_hebrew_sentences_2.tsv
הדגל שלהם הוא ריבוע.,Their flag is a square.,61,translate,6e79289370b93b7ad41ff18de2d91ad4,duolingo_hebrew_sentences.tsv
הדעה של עורך הדין מקבילה לדעה של השופט.,The lawyer's opinion is equivalent to the judge's opinion.,61,translate,ed5f61395efba45c5b3f248b46824a6e,duolingo_hebrew_sentences.tsv
הוא אוכל משולש פיצה.,He is eating a slice of pizza.,61,translate,ae220f3060f4f641f2ed41168d7a58b0,duolingo_hebrew_sentences.tsv
הוא חותך את הנייר בזווית.,He cuts the paper at an angle.,61,translate,7a2e8c5e3d54b6ab4576523d01028ddf,duolingo_hebrew_sentences.tsv
הזווית הזאת גדולה מדי.,This angle is too large.,61,listenTap,32fc3b7022f819ba85bce71b2936b31d,duolingo_hebrew_sentences.tsv
היא צריכה למדוד את הגובה של הבניין.,She needs to measure the height of the building.,61,translate,0ebb233e8de3c678a26fffaf36ab84d2,duolingo_hebrew_sentences_2.tsv
היום יש שיעור טריגונומטריה.,Today there is a trigonometry class.,61,translate,86bbdaf2d30debfbf51c420331774e31,duolingo_hebrew_sentences_2.tsv
הילד מודד חמישה סנטימטרים.,The boy is measuring five centimeters.,61,translate,139d0655a223199b99bc4134b169fd05,duolingo_hebrew_sentences_2.tsv
הילד משתמש בסרגל למדוד את האורך של העפרון.,The boy is using the ruler to measure the length of the pencil.,61,listenTap,ba86b5f0fd5a21747706073952abb3c7,duolingo_hebrew_sentences_2.tsv
הילדה אוהבת לצייר מעוינים.,The girl likes to draw rhombi.,61,translate,9dbbaa72a1cfa315dd2522b00ef9532e,duolingo_hebrew_sentences.tsv
הם רצים בעיגול.,They run in a circle.,61,translate,796048a048f2e538548ed063cbc0b8af,duolingo_hebrew_sentences.tsv
הסרגל הזה שבור!,This ruler is broken!,61,translate,4fb0860f6f5b63502e23d0d6cdd9d7f4,duolingo_hebrew_sentences_2.tsv
הקו הירוק מקביל לקו הסגול.,The green line is parallel to the purple line.,61,translate,94b551e1e16fef18b3c19b41225881ab,duolingo_hebrew_sentences.tsv
השולחן הזה הוא טרפז.,This table is a trapezoid.,61,translate,036c2e11961c67b1bad4e2f8ee25a44d,duolingo_hebrew_sentences.tsv
התלמידים לומדים על מחומשים ומשושים בשיעור גיאומטריה.,The students learn about pentagons and hexagons in geometry class.,61,translate,1684a9129b26d5e6493424c8e49d89d2,duolingo_hebrew_sentences.tsv
זה הקו האדום שלי.,This is my red line.,61,listenTap,2ac8e303ac39fad4fdba4fbe9eeb52b7,duolingo_hebrew_sentences.tsv
זה הקודקוד של המשולש.,This is the vertex of the triangle.,61,listenTap,7ad7c0ab8a654e97188f569aac75cfb4,duolingo_hebrew_sentences.tsv
זה חלק מהגיאומטריה של המבנה.,It is part of the geometry of the building.,61,translate,162db4aac1a92e1354b1c0819fa543f9,duolingo_hebrew_sentences.tsv
זה לא הרוחב הנכון.,This is not the right width.,61,listenTap,62758ea41acebb0e92dc1ce234d3bd49,duolingo_hebrew_sentences_2.tsv
"זה משולש אהבה בין ציפור, פיל ודג.","It is a love triangle between a bird, an elephant and a fish.",61,translate,5a81c259535a7605d9ccc2b27239ee26,duolingo_hebrew_sentences.tsv
זה נראַה כמו ריבוע או מלבן.,It looks like a square or a rectangle.,61,translate,98c7fb703cf09f014e83016cf5b0675f,duolingo_hebrew_sentences.tsv
יש לחדר צורה של משושה.,The room has a shape of a hexagon.,61,translate,b06ee9e2cdb2227728ebf17a2d913601,duolingo_hebrew_sentences.tsv
יש לנו בית של מאתיים מטר מרובע.,We have a house of two hundred square meters.,61,translate,52c9a05cc4160c17a5e0773df4057556,duolingo_hebrew_sentences.tsv
כמה זה מילימטר?,How much is a millimeter?,61,listenTap,c58adbbccebdca3f7a5da53b94331f53,duolingo_hebrew_sentences_2.tsv
כמה זוויות יש במחומש?,How many angles are there in a pentagon?,61,translate,9de0a7a021566b061e3270e11c63f93c,duolingo_hebrew_sentences.tsv
כמה מעוינים יש על הקיר?,How many rhombi are on the wall?,61,listenTap,24c3749bd12cb0c754cf46ad9c69cccb,duolingo_hebrew_sentences.tsv
כמה סנטימטרים הם צריכים?,How many centimeters do they need?,61,translate,a03b0cc2ede43ea42b0b46e03302287b,duolingo_hebrew_sentences_2.tsv
כמה צלעות יש לריבוע?,How many edges does a square have?,61,listenTap,c5d7f32f15dd954563791f452ee584ad,duolingo_hebrew_sentences.tsv
כמה קודקודים יש לעיגול?,How many vertices are there in a circle?,61,listenTap,765a6793c093427b32897b60471b5f0b,duolingo_hebrew_sentences.tsv
כמה קילומטרים נשארו?,How many kilometers remain?,61,translate,17c5becc6b282f21d67664fbcf38a255,duolingo_hebrew_sentences_2.tsv
לביצה יש צורה מוזרה.,The egg has a strange shape.,61,translate,be5544d9442a3c9c7f604d3e9e828225,duolingo_hebrew_sentences.tsv
לטרפז יש ארבעה קודקודים.,A trapezoid has four vertices.,61,listenTap,251b6910149548c6697ae66d29f70232,duolingo_hebrew_sentences.tsv
למה היא סופרת בקילומטרים?,Why is she counting in kilometers?,61,translate,8adbf546fa7a42a1f8b18603ea5ddf13,duolingo_hebrew_sentences_2.tsv
למחומש יש חמישה צדדים.,A pentagon has five sides.,61,translate,6ed423b1d5a4b9c65fd78a32f72a8ac8,duolingo_hebrew_sentences.tsv
למקבילית יש ארבע צלעות.,A parallelogram has four edges.,61,listenTap,55839302bccb2afaf7773a608228610c,duolingo_hebrew_sentences.tsv
למשושה יש יותר צלעות ממקבילית.,A hexagon has more edges than a parallelogram.,61,translate,6450159c5e16ef97c27893459e1f80e0,duolingo_hebrew_sentences.tsv
לקופסה יש נפח גדול.,The box has a large volume.,61,translate,e5072e66b2927dc1a9d8b4b30693fc9b,duolingo_hebrew_sentences_2.tsv
לריבוע יש ארבעה קוים.,A square has four lines.,61,translate,9b4c5010fc8101cc7f821ffcaacced2f,duolingo_hebrew_sentences.tsv
מה האורך של השולחן?,What is the length of the table?,61,translate,bef9d0c340ba62d9af43c5a8874d4bec,duolingo_hebrew_sentences_2.tsv
מה העומק של המים?,What is the depth of the water?,61,translate,c9b7fc6961c23a70a1d5914e250f5d19,duolingo_hebrew_sentences_2.tsv
מה הרוחב של הדלתות האלה?,What is the width of these doors?,61,listenTap,96dee6ef13363853edbe1ee4facf2be4,duolingo_hebrew_sentences_2.tsv
מה יחידת המידה של הסרגל?,What is the measurement unit of the ruler?,61,listenTap,e160236632f7d589d359f0718d0afa90,duolingo_hebrew_sentences_2.tsv
מה נפח האמבטיה הזאת?,What is the volume of this bath?,61,listenTap,0ded051a9ae0a579526e0d719a32943a,duolingo_hebrew_sentences_2.tsv
מה נפח הבקבוק?,What is the volume of the bottle?,61,translate,818b85d4efa1b08797f7037a6c749f89,duolingo_hebrew_sentences_2.tsv
מעוין וטרפז הם מרובעים.,A rhombus and a trapezoid are quadrilaterals.,61,listenTap,10f70023f41723f0475ae90d520904a0,duolingo_hebrew_sentences.tsv
"מעוין, טרפז, אליפסה.","A rhombus, a trapezoid, an ellipse.",61,listenTap,ec150670ae9de5cdcce64b0df8058904,duolingo_hebrew_sentences.tsv
ריבוע אף פעם לא יהיה עיגול.,A square will never be a circle.,61,translate,28c6a88fbb90e160849f982ebae449d5,duolingo_hebrew_sentences.tsv
ריבוע ומלבן הם צורות.,A square and a rectangle are shapes.,61,listenTap,1fd242721f6cde0250e3741bec018d5e,duolingo_hebrew_sentences.tsv
רק עוד מילימטר אחד.,Just one more millimeter.,61,translate,2cccd1b32cc7ce54956db81af739086a,duolingo_hebrew_sentences_2.tsv
שבעים סנטימטרים ועוד שלושים סנטימטרים הם מטר.,Seventy centimeters plus thirty centimeters are a meter.,61,translate,45be56210f847d9c957e1cd6f7d855a7,duolingo_hebrew_sentences_2.tsv
שישים ושלושה מילימטרים.,Sixty-three millimeters.,61,translate,b06fbb0bd14c3726878a1ca2721d97da,duolingo_hebrew_sentences_2.tsv
אהבה או שנאה?,Love or hate?,62,translate,dca007d7e8a44d7e22a13101834edaca,duolingo_hebrew_sentences_2.tsv
אחרי גל הקור אין ספק שיהיה חורף קשֶה.,After the cold snap there is no doubt that there will be a hard winter.,62,translate,0a042c2a9f1ea8b7a5143760b2371e38,duolingo_hebrew_sentences.tsv
"איזו הנאה, לשחות בים.","What a pleasure , to swim in the sea.",62,listenTap,2dbfdc226684fef9cc6fd585c263b4cf,duolingo_hebrew_sentences_2.tsv
"איזו הנאה, לשחות בים.","What a pleasure, to swim in the sea.",62,translate,131d6ee5d294cdfa9685d99b44322c60,duolingo_hebrew_sentences_2.tsv
אין לו גישה בריאה.,He does not have a healthy approach.,62,translate,d0a7ad92dce433d9994f8f3dfaac98bd,duolingo_hebrew_sentences_2.tsv
אין לי ספק שהיא אישה חזקה.,I have no doubt that she is a strong woman.,62,translate,63741233e119cbd48ef0c759402d74dd,duolingo_hebrew_sentences.tsv
אין לי רשות להתחיל.,I have no permission to begin.,62,listenTap,710574c0d7c512a2ab3606be6b55c235,duolingo_hebrew_sentences.tsv
אין ספק שהקריירה המקצועית שלי הייתה הרפתקה.,There is no doubt that my professional career was an adventure.,62,translate,6bbade1ef578ae42909d4ce670c5b2e5,duolingo_hebrew_sentences.tsv
אני זוכר את ההפתעה שהם עשו ליום ההולדת שלי.,I remember the surprise they did for my birthday.,62,translate,9798a609f28f27537607d8779f51c177,duolingo_hebrew_sentences_2.tsv
אני לא מבין מה ההבדל.,I do not understand what is the difference.,62,translate,2777cdb6ce289bbb62762eba09549fef,duolingo_hebrew_sentences_2.tsv
אני מפחד לתת לה אחריות.,I am afraid to give her responsibility.,62,listenTap,c5949ee41629c5c0b9d60c9ff9805e80,duolingo_hebrew_sentences.tsv
אני צריך את תשומת הלב המלאה שלכם.,I need your full attention.,62,translate,df2a63ec8f2818b3c6d883ec086ac344,duolingo_hebrew_sentences_2.tsv
אפשר לקבל את החתימה שלךָ?,May I have your autograph?,62,listenTap,43dfad99af79225db5f0cd9faffe9d22,duolingo_hebrew_sentences.tsv
את חושבת שזה מתחת לכבוד שלךְ?,Do you think this is beneath your honor?,62,translate,9b382df861003546a8287b7090ca6b03,duolingo_hebrew_sentences.tsv
את רואָה את החתימה על המסמך?,Do you see the signature on the document?,62,listenTap,f1a9e1576206e8896e5af86f9d2b768c,duolingo_hebrew_sentences.tsv
אתה המקור לכל הבעיות שלי!,You are the source of all my problems!,62,listenTap,139304036ece5368e89cd3f40391cc2c,duolingo_hebrew_sentences.tsv
אתה לא צריך חתימה בשביל זה.,You do not need a signature for this.,62,listenTap,efa9732c7e37c9864fd8156ec7962307,duolingo_hebrew_sentences.tsv
