hebrew,hebrew_alt,english,transliteration,skill,page
יישנו,,They (m.p),yish'nu,Emergency,50
תישנה,,They (f.p),tishanah,Emergency,50
אנסה,,"I Will Try, Attempt, Test (Piel)",anaseh,Emergency,50
תנסה,,You (m.s),t'naseh,Emergency,50
תנסי,,You (f.s),t'nasi,Emergency,50
ינסה,,He/It,y'naseh,Emergency,50
תנסה,,She/It,t'naseh,Emergency,50
ננסה,,We,n'naseh,Emergency,50
תנסו,,You (m.p),t'nasu,Emergency,50
תנסינה,,You (f.p),t'naseinah,Emergency,50
ינסו,,They (m.p),y'nasu,Emergency,50
תנסינה,,They (f.p),t'naseinah,Emergency,50
אבחר,,I Will Choose/Elect (Qal),ev'khar,Emergency,50
תבחר,,You (m.s),tiv'khar,Emergency,50
תבחרי,,You (f.s),tiv'khari,Emergency,50
יבחר,,He/It,yiv'khar,Emergency,50
תבחר,,She/It,tiv'khar,Emergency,50
נבחר,,We,niv'khar,Emergency,50
תבחרו,,You (m.p),tiv'kharu,Emergency,50
תבחרנה,,You (f.p),tiv'khar'nah,Emergency,50
יבחרו,,They (m.p),yiv'kharu,Emergency,50
תבחרנה,,They (f.p),tiv'khar'nah,Emergency,50
אדבר,,I Will Talk/Speak (Piel),adaber,Emergency,50
תדבר,,You (m.s),t'daber,Emergency,50
תדברי,,You (f.s),t'dab'ri,Emergency,50
ידבר,,He/It,y'daber,Emergency,50
תדבר,,She/It,t'daber,Emergency,50
נדבר,,We,n'daber,Emergency,50
תדברו,,You (m.p),t'dab'ru,Emergency,50
תדברנה,,You (f.p),t'daber'nah,Emergency,50
ידברו,,They (m.p),y'dab'ru,Emergency,50
תדברנה,,They (f.p),t'daber'nah,Emergency,50
אחפש,,I Will Search/Look For (Piel),akh'pes,Emergency,50
תחפש,,You (m.s),t'khapes,Emergency,50
תחפשי,,You (f.s),t'khap'si,Emergency,50
יחפש,,He/It,y'khapes,Emergency,50
תחפש,,She/It,t'khapes,Emergency,51
נחפש,,We,n'khapes,Emergency,51
תחפשו,,You (m.p),t'khap'su,Emergency,51
תחפשנה,,You (f.p),t'khapes'nah,Emergency,51
יחפשו,,They (m.p),y'khap'su,Emergency,51
תחפשנה,,They (f.p),t'khapes'nah,Emergency,51
אבקר,,I Will Visit (ב-); Criticise (תא) (Piel),avaker,Emergency,51
תבקר,,You (m.s),t'vaker,Emergency,51
תבקרי,,You (f.s),t'vak'ri,Emergency,51
יבקר,,He/It,y'vaker,Emergency,51
תבקר,,She/It,t'vaker,Emergency,51
נבקר,,We,n'vaker,Emergency,51
תבקרו,,You (m.p),t'vak'ru,Emergency,51
תבקרנה,,You (f.p),t'vaker'nah,Emergency,51
יבקרו,,They (m.p),y'vak'ru,Emergency,51
תבקרנה,,They (f.p),t'vaker'nah,Emergency,51
אאשר,,I Will Approve/Authorize (Piel),a'asher,Emergency,51
תּאשר,,You (m.s),t'asher,Emergency,51
תאשרי,,You (f.s),t'ash'ri,Emergency,51
יאשר,,He/It,y'asher,Emergency,51
תאשר,,She/It,t'asher,Emergency,51
נאשר,,We,n'asher,Emergency,51
תאשרו,,You (m.p),t'ash'ru,Emergency,51
תאשרנה,,You (f.p),t'asher'nah,Emergency,51
יאשרו,,They (m.p),y'ash'ru,Emergency,51
תאשרנה,,They (f.p),t'asher'nah,Emergency,51
אקשיב,,I Will Listen; Pay Attention (Hifil),ak'shiv,Emergency,51
תקשיב,,You (m.s),tak'shiv,Emergency,51
תקשיבי,,You (f.s),tak'shivi,Emergency,51
יקשיב,,He/It,yak'shiv,Emergency,51
תקשיב,,She/It,tak'shiv,Emergency,51
נקשיב,,We,nak'shiv,Emergency,51
תקשיבו,,You (m.p),tak'shivu,Emergency,51
תקשבנה,,You (f.p),tak'shev'nah,Emergency,51
יקשיבו,,They (m.p),yak'shivu,Emergency,51
תקשבנה,,They (f.p),tak'shev'nah,Emergency,51
אתחיל,,I Will Start/Begin (Hifil),at'khil,Emergency,51
תתחיל,,You (m.s),tat'khil,Emergency,51
תתחילי,,You (f.s),tat'khili,Emergency,51
יתחיל,,He/It,yat'khil,Emergency,51
תתחיל,,She/It,tat'khil,Emergency,51
נתחיל,,We,nat'khil,Emergency,51
תתחילו,,You (m.p),tat'khilu,Emergency,51
תתחלנה,,You (f.p),tat'khel'nah,Emergency,51
יתחילו,,They (m.p),yat'khilu,Emergency,51
תתחלנה,,They (f.p),tat'khel'nah,Emergency,51
אגיע,,"I Will Arrive, Come, Reach (Hifil)",agia,Emergency,51
תגיע,,You (m.s),tagia,Emergency,51
תגיעי,,You (f.s),tagi'i,Emergency,51
יגיע,,He/It,yagia,Emergency,51
תגיע,,She/It,tagia,Emergency,51
נגיע,,We,nagia,Emergency,51
תגיעו,,You (m.p),tagi'u,Emergency,51
תגענה,,You (f.p),taganah,Emergency,51
יגיעו,,They (m.p),yagi'u,Emergency,52
תּגענה,,They (f.p),taganah,Emergency,52
אסביר,,"I Will Explain, Clarify (Hifil)",as'bir,Emergency,52
תסביר,,You (m.s),tas'bir,Emergency,52
תסבירי,,You (f.s),tas'biri,Emergency,52
יסביר,,He/It,yas'bir,Emergency,52
תסביר,,She/It,tas'biri,Emergency,52
נסביר,,We,nas'bir,Emergency,52
תסבירו,,You (m.p),tas'bir,Emergency,52
תסברנה,,You (f.p),tas'ber'nah,Emergency,52
יסבירו,,They (m.p),yas'biru,Emergency,52
תסברנה,,They (f.p),tas'ber'nah,Emergency,52
אראה,,"I Will Show, Demonstrate (Hifil)",ar'eh,Emergency,52
תראה,,You (m.s),tar'eh,Emergency,52
תראי,,You (f.s),tar'i,Emergency,52
יראה,,He/It,yar'eh,Emergency,52
תראה,,She/It,tar'eh,Emergency,52
נראה,,We,nar'eh,Emergency,52
תראו,,You (m.p),tar'u,Emergency,52
תראינה,,You (f.p),tar'einu,Emergency,52
יראו,,They (m.p),yar'u,Emergency,52
תראינה,,They (f.p),tar'einu,Emergency,52
אגיד,,I Will Say/Tell (Hifil),agid,Emergency,52
תגיד,,You (m.s),tagid,Emergency,52
תגידי,,You (f.s),tagidi,Emergency,52
יגיד,,He/It,yagid,Emergency,52
תגיד,,She/It,tagid,Emergency,52
נגיד,,We,nagid,Emergency,52
תגידו,,You (m.p),tagidu,Emergency,52
תגדנה,,You (f.p),taged'nah,Emergency,52
יגידו,,They (m.p),yagidu,Emergency,52
תגדנה,,They (f.p),taged'nah,Emergency,52
אזמין,,"I Will Invite, Order (Hifil)",az'min,Emergency,52
תזמין,,You (m.s),taz'min,Emergency,52
תזמיני,,You (f.s),taz'mini,Emergency,52
יזמין,,He/It,yaz'min,Emergency,52
תזמין,,She/It,taz'min,Emergency,52
נזמין,,We,naz'min,Emergency,52
תזמינו,,You (m.p),taz'minu,Emergency,52
תזמנה,,You (f.p),taz'menah,Emergency,52
יזמינו,,They (m.p),yaz'minu,Emergency,52
תזמנה,,They (f.p),taz'menah,Emergency,52
אזכיר,,I Will Remind (Hifil),az'kir,Emergency,52
תזכיר,,You (m.s),taz'kir,Emergency,52
תזכירי,,You (f.s),taz'kiri,Emergency,52
יזכיר,,He/It,yaz'kir,Emergency,52
תזכיר,,She/It,taz'kir,Emergency,52
נזכיר,,We,naz'kir,Emergency,52
תזכירו,,You (m.p),taz'kiru,Emergency,52
תזכרנה,,You (f.p),taz'ker'nah,Emergency,52
יזכירו,,They (m.p),yaz'kiru,Emergency,52
תזכרנה,,They (f.p),taz'ker'nah,Emergency,52
אחליט,,I Will Decide (Hifil),akh'lit,Emergency,52
תחליט,,You (m.s),takh'lit,Emergency,52
תחליטי,,You (f.s),takh'liti,Emergency,53
יחליט,,He/It,yakh'lit,Emergency,53
תחליט,,She/It,takh'lit,Emergency,53
נחליט,,We,nakh'lit,Emergency,53
תחליטו,,You (m.p),takh'litu,Emergency,53
תחלטנה,,You (f.p),takh'let'nah,Emergency,53
יחליטו,,They (m.p),yakh'litu,Emergency,53
תחלטנה,,They (f.p),takh'let'nah,Emergency,53
אבין,,I Will Understand (Hifil),avin,Emergency,53
תבין,,You (m.s),tavin,Emergency,53
תביני,,You (f.s),tavini,Emergency,53
יבין,,He/It,yavin,Emergency,53
תבין,,She/It,tavin,Emergency,53
נבין,,We,navin,Emergency,53
תבינו,,You (m.p),tavinu,Emergency,53
תבנה,,You (f.p),tavenah,Emergency,53
יבינו,,They (m.p),yavinu,Emergency,53
תבנה,,They (f.p),tavenah,Emergency,53
אסכים,,"I Will Agree, Consent (Hifil)",as'kim,Emergency,53
תסכים,,You (m.s),tas'kim,Emergency,53
תסכימי,,You (f.s),tas'kimi,Emergency,53
יסכים,,He/It,yas'kim,Emergency,53
תסכים,,She/It,tas'kim,Emergency,53
נסכים,,We,nas'kim,Emergency,53
תסכימו,,You (m.p),tas'kimu,Emergency,53
תסכמנה,,You (f.p),tas'kem'nah,Emergency,53
יסכימו,,They (m.p),yas'kimu,Emergency,53
תסכמנה,,They (f.p),tas'kem'nah,Emergency,53
אשלח,,"I Will Send, Dispatch (Qal)",esh'lakh,Emergency,53
תשלח,,You (m.s),tish'lakh,Emergency,53
תשלחי,,You (f.s),tish'l'khi,Emergency,53
ישלח,,He/It,yish'lakh,Emergency,53
תשלח,,She/It,tish'lakh,Emergency,53
נשלח,,We,nish'lakh,Emergency,53
תשלחו,,You (m.p),tish'l'khu,Emergency,53
תשלחנה,,You (f.p),tish'lakh'nah,Emergency,53
ישלחו,,They (m.p),yish'l'khu,Emergency,53
תשלחנה,,They (f.p),tish'lakh'nah,Emergency,53
אסתכל,,"I Will Look, Watch, Observe (ב-) (Hit.)",es'takel,Emergency,53
תסתכל,,You (m.s),tis'takel,Emergency,53
תסתכלי,,You (f.s),tis'tak'li,Emergency,53
יסתכל,,He/It,yis'takel,Emergency,53
תסתכל,,She/It,tis'takel,Emergency,53
נסתכל,,We,nis'takel,Emergency,53
תסתכלו,,You (m.p),tis'tak'lu,Emergency,53
תסתכלנה,,You (f.p),tis'takel'nah,Emergency,53
יסתכלו,,They (m.p),yis'tak'lu,Emergency,53
תסתכלנה,,They (f.p),tis'takel'nah,Emergency,53
אשתמש,,I Will Use (ב-) (Hitpael),esh'tamesh,Emergency,53
תשתמש,,You (m.s),tish'tamesh,Emergency,53
תשתמשי,,You (f.s),tish'tam'shi,Emergency,53
ישתמש,,He/It,yish'tamesh,Emergency,53
תשתמש,,She/It,tish'tamesh,Emergency,53
נשתמש,,We,nish'tamesh,Emergency,53
תשתמשו,,You (m.p),tish'tam'shu,Emergency,54
תשתמשנה,,You (f.p),tish'tamesh'nah,Emergency,54
ישתמשו,,They (m.p),yish'tam'shu,Emergency,54
תשתמשנה,,They (f.p),tish'tamesh'nah,Emergency,54
אתקשר,,Will Phone/Call (לא); Contact (םע) (Piel),eth'kasher,Emergency,54
תתקשר,,You (m.s),tit'kasher,Emergency,54
תתקשרי,,You (f.s),tit'kashri,Emergency,54
יתקשר,,He/It,yit'kasher,Emergency,54
תתקשר,,She/It,tit'kasher,Emergency,54
נתקשר,,We,nit'kasher,Emergency,54
תתקשרו,,You (m.p),tit'kash'ru,Emergency,54
תתקשרנה,,You (f.p),tit'kasher'nah,Emergency,54
יתקשרו,,They (m.p),yit'kash'ru,Emergency,54
תתקשרנה,,They (f.p),tit'kasher'nah,Emergency,54
אתקרב,,"I Will Come Closer, Approach (Hit.)",et'karev,Emergency,54
תתקרב,,You (m.s),tit'karev,Emergency,54
תתקרבי,,You (f.s),tit'kar'vi,Emergency,54
יתקרב,,He/It,yit'karev,Emergency,54
תתקרב,,She/It,tit'karev,Emergency,54
נתקרב,,We,nit'karev,Emergency,54
תתקרבו,,You (m.p),tit'kar'vu,Emergency,54
תתקרבנה,,You (f.p),tit'karev'nah,Emergency,54
יתקרבו,,They (m.p),yit'kar'vu,Emergency,54
תתקרבנה,,They (f.p),tit'karev'nah,Emergency,54
אתגעגע,,"Will Miss/Yearn (ל-), Long For (Hit.)",et'ga'agea,Emergency,54
תתגעגע,,You (m.s),tit'ga'agea,Emergency,54
תתגעגעי,,You (f.s),titga'ag'i,Emergency,54
יתגעגע,,He/It,yitga'agea,Emergency,54
תתגעגע,,She/It,titga'agea,Emergency,54
נתגעגע,,We,nitga'agea,Emergency,54
תתגעגעו,,You (m.p),titga'ag'u,Emergency,54
תתגעגענה,,You (f.p),titga'agana,Emergency,54
יתגעגעו,,They (m.p),yitga'ag'u,Emergency,54
תתגעגענה,,They (f.p),titga'agana,Emergency,54
אשתנה,,I Will Change (self) (Hitpael),esh'taneh,Emergency,54
תשתנה,,You (m.s),tish'taneh,Emergency,54
תשתני,,You (f.s),tish'tani,Emergency,54
ישתנה,,He/It,yish'taneh,Emergency,54
תשתנה,,She/It,tish'taneh,Emergency,54
נשתנה,,We,nish'taneh,Emergency,54
תשתנו,,You (m.p),tish'tanu,Emergency,54
תשתנינה,,You (f.p),tish'taneinah,Emergency,54
ישתנו,,They (m.p),yish'tanu,Emergency,54
תשתנינה,,They (f.p),tish'taneinah,Emergency,54
אצטרף,,I Will Join (Group/Organisation) (Hit.),etz'aref,Emergency,54
תצטרף,,You (m.s),titz'aref,Emergency,54
תצטרפי,,You (f.s),titz'tar'fi,Emergency,54
יצטרף,,He/It,yitz'aref,Emergency,54
תצטרף,,She/It,titz'aref,Emergency,54
נצטרף,,We,nitz'aref,Emergency,54
תצטרפו,,You (m.p),titz'tar'fu,Emergency,54
תצטרפנה,,You (f.p),titz'taref'nah,Emergency,54
יצטרפו,,They (m.p),yitz'tar'fu,Emergency,54
תצטרפנה,,They (f.p),titz'taref'nah,Emergency,54
אתקלח,,I Will Take A Shower (Hitpael),et'kaleakh,Emergency,55
תתקלח,,You (m.s),tit'kaleakh,Emergency,55
תתקלחי,,You (f.s),tit'kal'khi,Emergency,55
יתקלח,,He/It,yit'kaleakh,Emergency,55
תתקלח,,She/It,tit'kaleakh,Emergency,55
נתקלח,,We,nit'kaleakh,Emergency,55
תתקלחו,,You (m.p),tit'kal'khu,Emergency,55
תתקלחנה,,You (f.p),tit'kalakh'nah,Emergency,55
יתקלחו,,They (m.p),yit'kal'khu,Emergency,55
תתקלחנה,,They (f.p),tit'kalakh'nah,Emergency,55
אתנצל,,I Will Apologize (Hitpael),et'natzel,Emergency,55
תתנצל,,You (m.s),tit'natzel,Emergency,55
תתנצלי,,You (f.s),tit'natz'li,Emergency,55
יתנצל,,He/It,yit'natzel,Emergency,55
תתנצל,,She/It,tit'natzel,Emergency,55
נתנצל,,We,nit'natzel,Emergency,55
תתנצלו,,You (m.p),tit'natz'lu,Emergency,55
תתנצלנה,,You (f.p),tit'natzel'nah,Emergency,55
יתנצלו,,They (m.p),yit'natz'lu,Emergency,55
תתנצלנה,,They (f.p),tit'natzel'nah,Emergency,55
אתעלם,,"I Will Ignore, Disregard (מ-) (Hit.)",et'alem,Emergency,55
תתעלם,,You (m.s),tit'alem,Emergency,55
תתעלמי,,You (f.s),tit'al'mi,Emergency,55
יתעלם,,He/It,yit'alem,Emergency,55
תתעלם,,She/It,tit'alem,Emergency,55
נתעלם,,We,nit'alem,Emergency,55
תתעלמו,,You (m.p),tit'al'mu,Emergency,55
תתעלמנה,,You (f.p),tit'alem'nah,Emergency,55
יתעלמו,,They (m.p),yit'al'mu,Emergency,55
תתעלמנה,,They (f.p),tit'alem'nah,Emergency,55
אתכונן,,"I Will Prepare, Intend (Hitpael)",et'konen,Emergency,55
תתכונן,,You (m.s),tit'konen,Emergency,55
תתכונני,,You (f.s),tit'kon'ni,Emergency,55
יתכונן,,He/It,yit'konen,Emergency,55
תתכונן,,She/It,tit'konen,Emergency,55
נתכונן,,We,nit'konen,Emergency,55
תתכוננו,,You (m.p),tit'kon'nu,Emergency,55
תתכוננה,,You (f.p),tit'konenah,Emergency,55
יתכוננו,,They (m.p),yit'kon'nu,Emergency,55
תתכוננה,,They (f.p),tit'konenah,Emergency,55
אתחבר,,"I Will Connect, Join Together (Hit.)",et'khaber,Emergency,55
תתחבר,,You (m.s),tit'khaber,Emergency,55
תתחברי,,You (f.s),tit'khab'ri,Emergency,55
יתחבר,,He/It,yit'khaber,Emergency,55
תתחבר,,She/It,tit'khaber,Emergency,55
נתחבר,,We,nit'khaber,Emergency,55
תתחברו,,You (m.p),tit'khab'ru,Emergency,55
תתחברנה,,You (f.p),tit'khaber'nah,Emergency,55
יתחברו,,They (m.p),yit'khab'ru,Emergency,55
תתחברנה,,They (f.p),tit'khaber'nah,Emergency,55
רצוי,,"Wanted, Desirable",ratzuy,Passive,56
שבור,,Broken,shavur,Passive,56
אהוב,,Loved,ahuv,Passive,56
מופרע,,Disturbed,muf'ra,Passive,56
כתוב,,"Written, Inscribed",katuv,Passive,56
אכול,,"Eaten, Devoured",akhol,Passive,56
עשוי,,"Made Of; Made, Prepared",asuy,Passive,56
קשור,,"Tied, Related, Connected",kashur,Passive,56
נגוע,,Infected,nagu'a,Passive,56
ידוע,,Known,yadu'a,Passive,56
קנוי,,"Bought, Purchased",kanuy,Passive,56
שמור,,"Saved, Reserved; Preserved",shamur,Passive,56
חתוך,,"Cut, Cut Off; Sliced, Chopped",khatukh,Passive,56
צפוי,,"Anticipated, Expected",tzafuy,Passive,56
זכור,,"Recalled, Remembered",zakhur,Passive,56
מבושל,,"Cooked, Boiled",m'vushal,Passive,56
מנוסה,,Experienced,m'nuseh,Passive,56
מדובר,,"Discussed, Talked About",m'dubar,Passive,56
מעורבב,,Mixed,m'ur'bav,Passive,56
מבוזבז,,Wasted,m'buz'baz,Passive,56
משונה,,"Strange, Peculiar, Unusual",m'shuneh,Passive,56
ממולא,,"Filled, Stuffed",m'mula,Passive,56
משוכנע,,Convinced,m'shukh'na,Passive,56
מסודר,,Organized,m'sudar,Passive,56
משותף,,"Joined, Communal; Common/Joint",m'shutaf,Passive,56
מסוים,,"Particular, Specific",m'suyam,Passive,56
מקובל,,"Accepted, Popular; Customary",m'kubal,Passive,56
מורכב,,"Composed, Made Up Of",mur'kav,Passive,56
מוזמן,,Invited,muz'man,Passive,56
מוצלח,,Successful,mutz'lakh,Passive,56
מוחלף,,"Replaced, Exchanged",mukh'laf,Passive,56
מובן,,Understandable,muvan,Passive,56
מוחלט,,"Definitive, Total",mukh'lat,Passive,56
מוסבר,,"Explained, Clarified",mus'bar,Passive,56
מוגבל,,Restricted; Limited,mug'bal,Passive,56
מושפע,,"Influenced, Affected",mush'pa,Passive,56
מודאג,,Worried,mud'ag,Passive,56
מותאם,,"Compatible, Adapted, Suited",mut'am,Passive,56
עצמי,,Myself,atz'mi,Reflexive Pronoun,56
עצמך,,Yourself (m.s),atz'm'kha,Reflexive Pronoun,56
עצמך,,Yourself (f.s),atz'mekh,Reflexive Pronoun,56
עצמו,,Himself,atz'mo,Reflexive Pronoun,56
עצמה,,Herself,atz'mah,Reflexive Pronoun,56
עצמנו,,Ourselves,atz'menu,Reflexive Pronoun,56
עצמכם,,Yourselves (m.p),atz'm'khem,Reflexive Pronoun,56
עצמכן,,Yourselves (f.p),atz'm'khen,Reflexive Pronoun,56
עצמם,,Themselves (m.p),atz'mam,Reflexive Pronoun,56
עצמן,,Themselves (f.p),atz'man,Reflexive Pronoun,57
הקודם,,"The Previous, Former",hakodem,Reflexive Pronoun,57
על ידי,,By,al y'dei,Reflexive Pronoun,57
נראיתי,,"I Was Visible; Appeared, Seemed",nir'eiti,Reflexive Pronoun,57
נראית,,You (m.s),nir'eita,Reflexive Pronoun,57
נראית,,You (m.s),nir'eit,Reflexive Pronoun,57
נראה,,He/It,nir'ah,Reflexive Pronoun,57
נראתה,,She/It,nir'atah,Reflexive Pronoun,57
נראינו,,We,nir'einu,Reflexive Pronoun,57
נראיתם,,You (m.p),nir'eitem,Reflexive Pronoun,57
נראיתן,,You (f.p),nir'eiten,Reflexive Pronoun,57
נראו,,They,nir'u,Reflexive Pronoun,57
נכשל,,Stumbled; Failed,nikh'shal,Reflexive Pronoun,57
נגמר,,"Finished, Came To an End",nig'mar,Reflexive Pronoun,57
נכנס,,Entered,nikh'nas,Reflexive Pronoun,57
נאבד,,"Was Lost, Perished",ne'evad,Reflexive Pronoun,57
נשמע,,Was Heard; Obeyed,nish'ma,Reflexive Pronoun,57
נסגר,,"Was Closed, Was Shut",nis'gar,Reflexive Pronoun,57
נפתח,,Was Opened,nif'takh,Reflexive Pronoun,57
נאכל,,Was Eaten,ne'ekhal,Reflexive Pronoun,57
נכתב,,Was Written,nikh'tav,Reflexive Pronoun,57
נגרם,,Was Caused,nig'ram,Reflexive Pronoun,57
נקרא,,Was Read; Was Named,nik'ra,Reflexive Pronoun,57
נפגש,,"Met, Ran Into",nif'gash,Reflexive Pronoun,57
נשאל,,Was Asked; Was Borrowed,nish'al,Reflexive Pronoun,57
נעשה,,"Was Done, Became",na'asah,Reflexive Pronoun,57
ניתן,,Was Given,nitan,Reflexive Pronoun,57
נעלם,,Disappeared,ne'elam,Reflexive Pronoun,57
נפרד,,"Was Separated, Was Broken Up",nif'rad,Reflexive Pronoun,57
נשרף,,Was Burnt,nis'raf,Reflexive Pronoun,57
נשלח,,"Was Sent, Was Dispatched",nish'lakh,Reflexive Pronoun,57
נפגע,,"Was Hurt, Was Damaged",nif'ga,Reflexive Pronoun,57
נאמר,,Was Said,ne'emar,Reflexive Pronoun,57
נשאר,,"Stayed, Remained",nish'ar,Reflexive Pronoun,57
נהנה,)מן(,"Enjoyed, Had Fun (min)",nehenah (min),Reflexive Pronoun,57
שמיים,,Sky,shamayim (pl.),Nature,57
פרח,פרחים,Flower,perakh p'rakhim,Nature,57
עץ,עצים,Tree,etz etzim,Nature,57
יער,יערות,Forest,ya'ar y'arot,Nature,57
ים,ימים,Sea,yam yamim,Nature,57
דשא,דשאים,Grass,deshe d'sha'im,Nature,57
שיח,שיחים,"Bush, Shrub",siakh si'khim,Nature,57
אויר,אווירים,Air,avir avirim,Nature,57
שדה,שדות,Field,sadeh sadot,Nature,57
חול,חולות,Sand,khol kholot,Nature,57
כוכב,כוכבים,Star,khokhav kokhavim,Nature,57
ירח,ירחים,Moon,yareakh y'rekhim,Nature,58
טבע,,Nature,teva,Nature,58
נהר,נהרות,River,nahar n'harot,Nature,58
כוכב לכת,,Planet,khokhav lekhet,Nature,58
כדור הארץ,,Earth,kadur ha'aretz,Nature,58
חלל,חללים,Space,khalal khalalim,Nature,58
ורד,ורדים,Rose,vered v'radim,Nature,58
עלה,עלים,Leaf,aleh alim,Nature,58
נוף,נופים,"View, Scenery, Landscape",nof nofim,Nature,58
אקלים,אקלימים,Climate,ak'lim ak'limim,Nature,58
